('</s>', '<s>'): 3914
('bonus', '!'): 1
('you', 'also'): 1
('also', 'get'): 1
('get', 'free'): 1
('was', 'chic'): 1
('hip', 'without'): 1
('without', 'the'): 1
('the', 'pretentiousness'): 1
('pretentiousness', '.'): 1
('still', 'talk'): 1
('had', '...'): 1
('all', 'agree'): 1
('agree', 'that'): 1
('ever', 'go'): 1
('amalfi', 'again'): 1
('<s>', 'trust'): 1
('the', 'pics'): 1
('pics', 'do'): 1
('it', 'justice'): 1
('justice', '!'): 1
('here', 'if'): 1
('take', 'peace'): 1
('peace', 'in'): 1
('in', 'knowing'): 1
('knowing', 'you'): 1
('about', '3'): 1
('3', 'months'): 1
('months', 'ago'): 1
('room', 'here'): 1
('in', 'less'): 1
('than', '2'): 1
('2', 'weeks'): 1
('weeks', ')'): 1
('fiance', 'called'): 1
('called', 'last'): 1
('until', 'today'): 1
('today', 'when'): 1
('to', 'bump'): 1
('bump', 'us'): 1
('no', 'upgrades'): 1
('upgrades', ','): 1
('no', 'discounts'): 1
('discounts', '.'): 1
('apparently', 'it'): 1
('problem', 'that'): 1
('their', 'manager'): 1
('manager', 'ca'): 1
("n't", 'manage'): 1
('convention', 'schedule'): 1
('schedule', '.'): 1
('even', 'want'): 1
('their', 'reservation'): 1
('reservation', 'system'): 1
('system', 'reliable'): 1
('reliable', '.'): 1
('visited', 'for'): 1
('my', '40th'): 1
('chicago', 'so'): 1
('so', 'was'): 1
('sure', 'where'): 1
('<s>', 'found'): 1
('still', 'like'): 1
('like', 'nyc'): 1
('nyc', 'better'): 1
('may', '2008'): 1
('2008', '.'): 1
('and', 'funky'): 1
('funky', '.'): 1
('free', 'wine'): 1
('tasting', 'each'): 1
('each', 'evening'): 1
('evening', '!'): 1
('served', 'very'): 1
('good', 'breakfasts'): 1
('helpful', 'throughout'): 1
('located', 'within'): 1
('the', 'metro'): 1
('metro', 'system'): 1
('shopping', '/'): 1
('/', 'restaurants'): 1
('sights', '!'): 1
(',', 'althou'): 1
('althou', 'the'): 1
('slightly', 'on'): 1
('the', 'compact'): 1
('compact', 'side'): 1
('recently', 'celebrated'): 1
('celebrated', 'our'): 1
('our', '20th'): 1
('20th', 'anniversary'): 1
('anniversary', 'in'): 1
('having', 'looked'): 1
('a', 'gizillion'): 1
('gizillion', 'places'): 1
('one', 'because'): 1
('a', 'dinner'): 1
('dinner', 'cruise-the'): 1
('cruise-the', 'odyssey'): 1
('odyssey', 'at'): 1
('pier', ')'): 1
('...', 'unless'): 1
('are', 'wearing'): 1
('wearing', 'heels'): 1
('heels', ':'): 1
('home', 'only'): 1
('ride', ':'): 1
(')', 'worth'): 1
('20', 'to'): 1
('your', 'blisters'): 1
('blisters', '!'): 1
('its', 'also'): 1
('also', 'only'): 1
('shopping', '...'): 1
('for', 'comfortable'): 1
('comfortable', 'shoes'): 1
('shoes', 'perhaps'): 1
('perhaps', '?'): 1
('of', 'location'): 1
('also', 'terrific'): 1
('our', 'previous'): 1
('previous', 'trip'): 1
('trip', 'we'): 1
('a', 'river'): 1
("n't", 'tried'): 1
('tried', 'them'): 1
('burger', 'place'): 1
('place', 'downstairs'): 1
('downstairs', 'sure'): 1
('sure', 'smelled'): 1
('good', 'though'): 1
('at', 'bubba'): 1
('bubba', 'gumps'): 1
('gumps', 'at'): 1
('am', 'kind'): 1
('a', 'germaphobe'): 1
('germaphobe', '!'): 1
('clean', 'is'): 1
('is', 'important'): 1
('important', 'for'): 1
('my', 'sanity'): 1
('sanity', ':'): 1
('bottom', 'level'): 1
('level', 'has'): 1
('has', 'doors'): 1
('doors', 'that'): 1
('that', 'leads'): 1
('leads', 'right'): 1
('right', 'out'): 1
('the', 'riverwalk'): 1
('riverwalk', ','): 1
('cool', 'water'): 1
('water', 'fountain'): 1
('fountain', '.'): 1
('<s>', ':'): 1
('i', 'obviously'): 1
('obviously', 'highly'): 1
('hotel', ':'): 1
('i', '<'): 1
('<', '3'): 1
('3', 'chicago'): 1
('we', 'pulled'): 1
('pulled', 'away'): 1
('taxi', 'heading'): 1
('heading', 'to'): 1
('airport', 'for'): 1
('trip', 'home'): 1
('wife', 'turned'): 1
('turned', 'to'): 1
('right', 'place'): 1
('having', 'chosen'): 1
('talbott', 'from'): 1
('other', 'trip'): 1
('advisor', 'reviews'): 1
('myself', 'thinking'): 1
('thinking', 'in'): 1
('advisor', 'review'): 1
('review', 'when'): 1
('noticed', 'everything'): 1
('everything', 'and'): 1
('immediately', 'knew'): 1
('knew', 'the'): 1
('a', 'non-corporate'): 1
('non-corporate', 'warm'): 1
('with', 'touches'): 1
('touches', 'not'): 1
('not', 'typically'): 1
('typically', 'seen'): 1
('in', 'big'): 1
('big', 'name'): 1
('name', 'hotel'): 1
('hotel', 'chains'): 1
('chains', '.'): 1
('the', 'smell'): 1
('smell', 'of'): 1
('to', 'decorative'): 1
('decorative', 'details'): 1
('details', 'strongly'): 1
('strongly', 'reminded'): 1
('reminded', 'me'): 1
(',', 'simple'): 1
('simple', ','): 1
('not', 'overstated'): 1
('overstated', 'but'): 1
('but', 'elegant'): 1
('was', 'light'): 1
('light', 'snow'): 1
('snow', 'but'): 1
('institute', ','): 1
('theater', 'district'): 1
("'re", 'from'): 1
('california', 'where'): 1
('where', 'anything'): 1
('anything', 'below'): 1
('below', '50'): 1
('50', 'degrees'): 1
('degrees', 'keeps'): 1
('keeps', 'us'): 1
('us', 'inside'): 1
('inside', '!'): 1
('is', 'if'): 1
('of', 'traveler'): 1
('traveler', 'that'): 1
('that', 'wants'): 1
('wants', 'comfort'): 1
('comfort', ','): 1
(',', 'class'): 1
('class', 'and'): 1
('and', 'somewhere'): 1
('somewhere', 'unique'): 1
('unique', ','): 1
('oh', 'yeah'): 1
('a', 'sound'): 1
('sound', ','): 1
('was', 'thoughtfully'): 1
('thoughtfully', 'designed'): 1
('designed', ':'): 1
('lighting', ','): 1
('the', 'storage'): 1
('storage', 'space'): 1
('the', 'eating'): 1
('eating', 'nook'): 1
('nook', 'and'): 1
('was', 'purposeful'): 1
('purposeful', 'and'): 1
('and', 'pretty'): 1
('pretty', 'to'): 1
('and', 'and'): 1
('genuinely', 'accomadating'): 1
('accomadating', '.'): 1
('(', 'primehouse'): 1
('primehouse', ')'): 1
(')', 'echoed'): 1
('echoed', 'the'): 1
('best', 'steaks'): 1
('steaks', 'i'): 1
('very', 'long'): 1
('husband', 'stayed'): 1
('days', '3'): 1
('nights', 'recently'): 1
('bed', '..'): 1
('with', 'that'): 1
('enough', 'space'): 1
('our', 'luggages'): 1
('luggages', '&'): 1
('&', 'all'): 1
('exactly', 'comfortable'): 1
('bed', 'sheets'): 1
('sheets', 'kinda'): 1
('kinda', 'feel'): 1
('feel', 'rough'): 1
('rough', 'to'): 1
('really', 'thin'): 1
('thin', 'and'): 1
('hear', 'our'): 1
('our', 'neighbours'): 1
('neighbours', 'talking'): 1
('talking', 'and'): 1
('and', 'occasionally'): 1
('occasionally', 'the'): 1
('the', 'flushing'): 1
('flushing', 'sound'): 1
('sound', '.'): 1
('the', 'days'): 1
('days', ','): 1
('not', 'cleaned'): 1
('cleaned', 'till'): 1
('till', 'afternoon'): 1
('check', 'with'): 1
('cleaned', 'which'): 1
('shock', 'to'): 1
('are', 'cleaned'): 1
('cleaned', 'except'): 1
('except', 'when'): 1
('you', 'put'): 1
('the', 'no'): 1
('no', 'disturb'): 1
('worst', 'is'): 1
('is', 'upon'): 1
('a', 'bag'): 1
('our', 'garbage'): 1
('garbage', 'in'): 1
('housekeeping', 'people'): 1
('people', 'must'): 1
('have', 'forgotten'): 1
('forgotten', 'to'): 1
('after', 'cleaning'): 1
('cleaning', 'our'): 1
('our', 'bins'): 1
('bins', '.'): 1
('unacceptable', 'to'): 1
('the', 'theatre'): 1
('theatre', 'district'): 1
('district', 'and'): 1
('is', 'rather'): 1
('rather', 'quiet'): 1
('quiet', 'at'): 1
('cta', 'trains'): 1
('trains', ','): 1
('would', 'rec'): 1
('rec', 'one'): 1
('somewhere', 'close'): 1
('mile', 'where'): 1
('where', 'its'): 1
('its', 'lively'): 1
('lively', 'at'): 1
('night', 'or'): 1
('or', 'hotels'): 1
('river', 'so'): 1
('<s>', 'am'): 1
('in', 'san'): 1
('san', 'fran'): 1
('fran', 'next'): 1
('next', 'month'): 1
('month', 'and'): 1
('am', 'contemplating'): 1
('contemplating', 'if'): 1
('should', 'change'): 1
('change', '!'): 1
('wouldnt', 'choose'): 1
('chicago', 'quite'): 1
('often', ','): 1
('at', 'conrad'): 1
('too', 'good'): 1
('quite', 'cold'): 1
('was', 'noisy'): 1
('noisy', '.'): 1
('<s>', 'thin'): 1
('hear', 'exactly'): 1
('next', 'room'): 1
('is', 'talking'): 1
('talking', 'about'): 1
('about', '.'): 1
('time', 'the'): 1
('broken', 'too'): 1
('a', 'guy'): 1
('guy', 'came'): 1
('took', 'like'): 1
('didnt', 'live'): 1
('the', '1st'): 1
('1st', 'time'): 1
('time', 'at'): 1
('might', 'give'): 1
('decided', 'i'): 1
('am', 'really'): 1
('really', 'not'): 1
('not', 'coming'): 1
('especially', 'given'): 1
('hotels', 'close'): 1
('other', 'attendees'): 1
('attendees', 'of'): 1
('our', 'conferences'): 1
('also', 'complaining'): 1
('not', 'alone'): 1
('alone', 'in'): 1
('this', '...'): 1
('a', 'frigid'): 1
('frigid', 'weekend'): 1
('east', 'because'): 1
('its', 'great'): 1
('$', '89.00'): 1
('89.00', 'with'): 1
('my', 'aaa'): 1
('aaa', 'card'): 1
('were', 'delighted'): 1
('delighted', '.'): 1
('rooms', 'show'): 1
('some', 'signs'): 1
('wear', ','): 1
('the', 'warmth'): 1
('warmth', 'and'): 1
('and', 'charm'): 1
('charm', 'far'): 1
('far', 'make'): 1
('pleasant', 'change'): 1
('change', 'from'): 1
('the', 'sleek'): 1
('modern', 'look'): 1
('other', 'chain'): 1
('chain', 'and'): 1
('and', 'boutique'): 1
('became', 'members'): 1
('the', 'i'): 1
('i', 'preferred'): 1
('preferred', 'program'): 1
('program', 'and'): 1
('were', 'therefore'): 1
('therefore', 'eligible'): 1
('eligible', 'for'): 1
('upgrade', 'which'): 1
('we', 'automatically'): 1
('automatically', 'got'): 1
('got', 'upon'): 1
('lovely', 'suite'): 1
('of', 'sitting'): 1
('comfortable', 'bedroom'): 1
('wonderful', 'food'): 1
('is', 'classic'): 1
('classic', '.'): 1
('our', 'oatmeal'): 1
('oatmeal', 'there'): 1
('so', 'tastefully'): 1
('tastefully', 'served'): 1
("'d", 'love'): 1
('have', 'some'): 1
('some', 'right'): 1
('had', 'it'): 1
('it', 'been'): 1
('been', 'normal'): 1
('normal', 'winter'): 1
('winter', 'weather'): 1
('weather', ','): 1
('avenue', 'for'): 1
('but', 'due'): 1
('the', 'minus'): 1
('minus', '20'): 1
('20', 'degree'): 1
('degree', 'windchills'): 1
('windchills', ','): 1
('we', 'opted'): 1
('opted', 'for'): 1
('cab', 'which'): 1
('$', '5.00'): 1
('5.00', 'fare'): 1
('also', 'enjoyed'): 1
('enjoyed', 'a'): 1
('wine', 'around'): 1
('the', 'fireplace'): 1
('fireplace', 'in'): 1
('so', 'welcoming'): 1
('and', 'cozy'): 1
('not', 'overcrowed'): 1
('overcrowed', 'at'): 1
('-', 'right'): 1
('river', '-'): 1
('-', 'away'): 1
('other', 'skyscraper'): 1
('skyscraper', 'hotels'): 1
('hotels', '-'): 1
('size', ','): 1
('nice', 'river'): 1
('view', '-'): 1
('-', 'overall'): 1
('staff', '-'): 1
('particular', 'i'): 1
('to', 'point'): 1
('point', 'out'): 1
('out', 'christy'): 1
('christy', 'morgan'): 1
('morgan', '-'): 1
('-', 'chief'): 1
('chief', 'experience'): 1
('experience', 'officer'): 1
('officer', 'and'): 1
('and', 'paula'): 1
('paula', 'fortney'): 1
('fortney', '-'): 1
('-', 'concierge'): 1
('concierge', 'for'): 1
('their', 'assistance'): 1
('assistance', 'in'): 1
('making', 'this'): 1
('a', 'memorable'): 1
('memorable', 'one'): 1
('one', '-'): 1
('-', '('): 1
('of', 'full'): 1
('full', 'disclosure'): 1
('disclosure', ','): 1
('our', 'amex'): 1
('amex', '-'): 1
('-', 'starwood'): 1
('starwood', 'points'): 1
('points', ')'): 1
('<s>', 'sometimes'): 1
('sometimes', 'you'): 1
('just', 'ca'): 1
('find', 'fault'): 1
('fault', 'with'): 1
('you', 'tried'): 1
('<s>', 'such'): 1
('such', 'was'): 1
('case', 'with'): 1
('with', 'sofitel'): 1
('sofitel', ','): 1
("'d", 'never'): 1
('stayed', 'before'): 1
('a', 'sleek'): 1
(',', 'sophisticated'): 1
('sophisticated', 'hotel'): 1
('european', 'touches'): 1
('touches', '.'): 1
('days', 'there'): 1
('leisure', 'weekend'): 1
('a', '29th'): 1
('floor', 'king'): 1
('room', 'looking'): 1
('directly', 'at'): 1
('hancock', 'building'): 1
('total', 'cost'): 1
('cost', 'including'): 1
('including', 'taxes'): 1
('taxes', 'and'): 1
('and', 'lugs'): 1
('lugs', 'of'): 1
('of', 'about'): 1
('$', '165'): 1
('165', 'a'): 1
('was', 'average'): 1
('average', 'sized'): 1
('sized', ','): 1
(',', 'well-appointed'): 1
('it', 'worked'): 1
('worked', ','): 1
('chicago', 'high-rise'): 1
('high-rise', 'jungle'): 1
('jungle', ','): 1
('including', 'snippets'): 1
('snippets', 'of'): 1
('public', 'areas'): 1
('wonderfully', 'decorated'): 1
('decorated', '.'): 1
('good', 'breakfast'): 1
(',', 'reasonable'): 1
('reasonable', 'prices'): 1
('wife', 'broke'): 1
('broke', 'her'): 1
('her', 'ankle'): 1
('ankle', 'several'): 1
('weeks', 'before'): 1
('visited', 'and'): 1
('on', 'crutches'): 1
('crutches', '.'): 1
('staff', 'loaned'): 1
('loaned', 'us'): 1
('a', 'wheelchair'): 1
('wheelchair', 'and'): 1
('in', 'assisting'): 1
('assisting', 'her'): 1
('they', 'allowed'): 1
('allowed', 'parties'): 1
('parties', 'to'): 1
('security', 'twice'): 1
('twice', 'for'): 1
('up', 'about'): 1
('30', 'people'): 1
('people', 'filed'): 1
('filed', 'out'): 1
('file', 'right'): 1
('right', 'back'): 1
('called', 'back'): 1
('back', 'nothing'): 1
('done', 'about'): 1
('my', '2'): 1
('2', 'year'): 1
('son', 'was'): 1
('was', 'awaken'): 1
('awaken', 'by'): 1
('the', 'loud'): 1
('and', 'cursing'): 1
('cursing', '.'): 1
('at', '7:30'): 1
('7:30', 'to'): 1
('ready', 'only'): 1
('the', 'maintenance'): 1
('maintenance', 'man'): 1
('man', 'piddles'): 1
('piddles', 'around'): 1
('around', 'with'): 1
('hour', 'we'): 1
('no', 'time'): 1
('to', 'ride'): 1
('ride', 'the'): 1
('two', 'hour'): 1
('hour', 'train'): 1
('train', 'ride'): 1
('ride', 'dirty'): 1
('and', 'tired'): 1
('from', 'no'): 1
('resolve', 'this'): 1
('they', 'just'): 1
('just', 'keep'): 1
('keep', 'passing'): 1
('passing', 'my'): 1
('``', 'managers'): 1
('managers', '``'): 1
('``', 'supposedly'): 1
('supposedly', '.'): 1
('worst', 'stay'): 1
('my', 'poor'): 1
('poor', 'two'): 1
('it', '</s>'): 1
('james', 'a'): 1
('few', 'times'): 1
('my', 'go'): 1
('this', 'last'): 1
('last', 'trip'): 1
('trip', 'makes'): 1
('start', 'looking'): 1
('for', 'other'): 1
(',', 'trader'): 1
("'s", 'across'): 1
('some', 'healthier'): 1
('healthier', 'snacking'): 1
('snacking', '.'): 1
('walk', 'most'): 1
('most', 'anywhere'): 1
('the', 'overall'): 1
('overall', 'feeling'): 1
('feeling', 'is'): 1
(',', 'upbeat'): 1
('upbeat', '.'): 1
('<s>', 'turn'): 1
('service', 'with'): 1
('with', 'cookie'): 1
('cookie', 'is'): 1
('wifi', '('): 1
('which', 'worked'): 1
('worked', 'to'): 1
('to', 'varying'): 1
('varying', 'degrees'): 1
('degrees', 'throughout'): 1
('throughout', 'stay'): 1
('the', 'bad'): 1
('bad', ':'): 1
(':', 'they'): 1
('which', 'to'): 1
(',', 'means'): 1
('means', 'better'): 1
('better', 'then'): 1
('star', 'and'): 1
('and', 'online'): 1
('online', 'with'): 1
('(', 'without'): 1
('have', 'kiehls'): 1
('kiehls', 'toiletries'): 1
('toiletries', 'and'): 1
('``', 'harmony'): 1
('harmony', '``'): 1
('``', 'brand'): 1
('brand', '.'): 1
('they', 'now'): 1
('large', 'bottles'): 1
('bottles', 'attached'): 1
('wall', 'which'): 1
('to', 'share'): 1
('share', 'with'): 1
('that', 'stayed'): 1
('from', 'holiday'): 1
('my', 'gym'): 1
('the', 'switch'): 1
('switch', '('): 1
('(', 'mainly'): 1
('mainly', 'because'): 1
('because', 'when'): 1
('booked', 'they'): 1
('had', 'kiehls'): 1
('kiehls', 'in'): 1
('in', 'website'): 1
('website', 'description'): 1
('description', ')'): 1
('they', 'claimed'): 1
('claimed', 'that'): 1
('reason', 'they'): 1
('the', 'communal'): 1
('communal', 'bottle'): 1
('bottle', 'route'): 1
('route', 'was'): 1
('``', 'green'): 1
('green', '``'): 1
('to', 'believe'): 1
('believe', ','): 1
('not', 'like'): 1
('is', 'making'): 1
('making', 'other'): 1
('other', 'efforts'): 1
('efforts', 'to'): 1
('be', 'green'): 1
('green', '('): 1
('have', 'incandescent'): 1
('incandescent', 'light'): 1
('light', 'bulbs'): 1
('bulbs', ','): 1
('housekeeping', 'leaves'): 1
('leaves', 'the'): 1
('lights', 'and'): 1
('and', 'radio'): 1
('radio', 'on'): 1
('on', 'when'): 1
('do', 'turn'): 1
("n't", 'recycle'): 1
('recycle', 'in'): 1
('are', 'obviously'): 1
('obviously', 'trying'): 1
('costs', ','): 1
('it', 'shows'): 1
('more', ':'): 1
('updating', ','): 1
('looking', 'somewhat'): 1
('somewhat', 'tired'): 1
('quite', 'loud'): 1
('loud', 'with'): 1
('the', 'motorcyclers'): 1
('motorcyclers', 'trying'): 1
('to', 'prove'): 1
('prove', 'their'): 1
('their', 'manhood'): 1
('manhood', 'out'): 1
('out', 'front'): 1
('front', '('): 1
('fault', ')'): 1
('stairs', '('): 1
('the', 'stairwell'): 1
('stairwell', 'is'): 1
('is', 'straight'): 1
('straight', 'out'): 1
('of', 'horror'): 1
('horror', 'movie'): 1
('movie', ')'): 1
('elevators', 'might'): 1
('might', 'be'): 1
('be', 'awhile'): 1
('awhile', '.'): 1
('phone', 'staff'): 1
('was', 'fairly'): 1
('fairly', 'rude'): 1
('rude', '('): 1
("n't", 'like'): 1
('like', 'me'): 1
('me', 'questioning'): 1
('questioning', 'their'): 1
('their', 'toiletry'): 1
('toiletry', 'change'): 1
('feel', 'bad'): 1
('bad', 'giving'): 1
('giving', 'such'): 1
('low', 'rating'): 1
('rating', ','): 1
('really', 'did'): 1
('expectations', '('): 1
('(', 'from'): 1
('from', 'previous'): 1
('previous', 'stays'): 1
('stays', 'there'): 1
('start', 'trying'): 1
('trying', 'out'): 1
('out', 'new'): 1
('new', 'hotels'): 1
('very', 'disapointed'): 1
('disapointed', 'in'): 1
('travel', 'quite'): 1
('quite', 'frequently'): 1
('frequently', 'to'): 1
('this', 'happen'): 1
('happen', 'at'): 1
('other', '4'): 1
('at', 'checkin'): 1
('checkin', 'i'): 1
('informed', 'they'): 1
('of', 'kings'): 1
('kings', 'and'): 1
('and', 'basically'): 1
('basically', 'offered'): 1
('no', 'type'): 1
('of', 'compensation'): 1
('compensation', 'or'): 1
('conditioner', 'door'): 1
('and', 'rattled'): 1
('rattled', 'all'): 1
('tv', 'did'): 1
('for', 'service'): 1
('following', 'day'): 1
('day', 'returned'): 1
('from', 'work'): 1
('6pm', 'and'): 1
('even', 'been'): 1
('been', 'serviced'): 1
('serviced', '.'): 1
('swissotel', 'on'): 1
('$', '88'): 1
('88', '('): 1
('(', 'unbelievable'): 1
('unbelievable', 'rate'): 1
('extremely', 'impressed'): 1
('and', 'catered'): 1
('catered', 'to'): 1
('our', 'every'): 1
('need', '.'): 1
('was', 'oversized'): 1
('oversized', ','): 1
('a', 'partial'): 1
('partial', 'view'): 1
('bonus', '.'): 1
('a', 'spotless'): 1
('spotless', 'workout'): 1
('lake', 'from'): 1
('3', 'sides'): 1
('sides', '.'): 1
('<s>', 'spectacular'): 1
('spectacular', '!'): 1
('we', 'sat'): 1
('sat', 'in'): 1
('the', 'hot'): 1
('down', 'on'): 1
('on', 'navy'): 1
('chosen', 'by'): 1
('husband', "'s"): 1
("'s", 'company'): 1
('company', 'as'): 1
('family', 'came'): 1
('came', 'along'): 1
('along', 'for'): 1
('and', 'aquarium'): 1
('aquarium', 'from'): 1
('the', '34th'): 1
('34th', 'floor'): 1
('first', 'impressions'): 1
('impressions', 'were'): 1
('were', 'that'): 1
('everything', 'appeared'): 1
('was', 'undergoing'): 1
('undergoing', 'renovation'): 1
('renovation', 'at'): 1
('was', 'otherwise'): 1
('otherwise', 'ok.'): 1
('ok.', 'lots'): 1
('of', 'conferences'): 1
('were', 'taking'): 1
('taking', 'place'): 1
('place', 'so'): 1
('elevators', 'was'): 1
('was', 'long'): 1
('<s>', 'seemed'): 1
('like', 'only'): 1
('were', 'working'): 1
('6', 'that'): 1
('from', 'another'): 1
('another', 'reviewer'): 1
('reviewer', 'to'): 1
('to', 'join'): 1
('club', 'and'): 1
('and', 'wi-fi'): 1
('wi-fi', 'in'): 1
('room', 'would'): 1
('we', 'signed'): 1
('signed', 'up'): 1
('were', 'puzzled'): 1
('puzzled', 'as'): 1
("n't", 'just'): 1
('just', 'offer'): 1
('offer', 'everyone'): 1
('everyone', 'free'): 1
('were', 'exorbitant'): 1
('exorbitant', 'at'): 1
('$', '58/night'): 1
('58/night', ','): 1
('but', 'thankfully'): 1
('to', 'millennium'): 1
('pier', 'from'): 1
('not', 'kid-friendly'): 1
('kid-friendly', 'in'): 1
('restaurants', 'or'): 1
('or', 'amenities'): 1
('concierge', 'arranged'): 1
('to', 'swim'): 1
('swim', 'at'): 1
('swissotel', 'next'): 1
('door', '('): 1
('an', 'underground'): 1
('underground', 'tunnel'): 1
('tunnel', 'that'): 1
('that', 'connects'): 1
('connects', 'the'): 1
('fairmont', 'there'): 1
('swissotel', "'s"): 1
("'s", 'pool'): 1
('pool', 'on'): 1
('fantastic', 'views'): 1
('pool', '!'): 1
('both', 'victims'): 1
('victims', 'of'): 1
('bugs', 'during'): 1
('unfortunately', 'we'): 1
('know', 'until'): 1
('apparently', 'bed'): 1
('bites', 'can'): 1
('to', '7'): 1
('7', 'days'): 1
('days', 'to'): 1
('to', 'appear'): 1
('appear', '.'): 1
('i', 'both'): 1
('both', 'shared'): 1
('were', 'bitten'): 1
('bitten', 'on'): 1
('our', 'sides'): 1
('sides', 'from'): 1
('our', 'necks'): 1
('necks', 'to'): 1
('our', 'hips'): 1
('hips', '.'): 1
('the', 'bites'): 1
('bites', 'made'): 1
('made', 'you'): 1
('to', 'claw'): 1
('claw', 'your'): 1
('your', 'skin'): 1
('skin', 'off'): 1
('and', 'son'): 1
('son', 'who'): 1
('who', 'shared'): 1
('other', 'bed'): 1
('bed', 'were'): 1
('not', 'bitten'): 1
('bitten', 'at'): 1
('beware', 'of'): 1
('room', '3405'): 1
('3405', '--'): 1
('--', 'bed'): 1
('bed', 'nearest'): 1
('nearest', 'the'): 1
('bathroom', '!'): 1
('fooled', 'by'): 1
('room', 'again'): 1
('be', 'checking'): 1
('checking', 'under'): 1
('under', 'mattresses'): 1
('mattresses', 'from'): 1
('the', 'third'): 1
('floor', 'so'): 1
